asymmetry,compactness,rgb_mean_value,rgb_standard_deviation,rgb_skewness,rgb_kurtosis,rgb_peak_val,blue_white_veil
0.6334,,"(138.58112114278993, 92.14815799528515, 92.52506203468147)","(21.888561101555887, 28.740569412378505, 25.934843444272808)","(3.0236306633787158, 1.6283761264873706, 1.3384035422190295)","(10.654503592018749, 1.9525940043092396, 0.6864536481018049)","(154, 108, 99)",
0.7395,,"(162.50558774563342, 149.77447791858958, 156.0643109763405)","(14.395141110719475, 28.658666527816685, 30.954278827855788)","(2.547078421718135, 1.1225577042346555, 1.0379862727839204)","(5.344146703491534, -0.2951698612087563, -0.3737674493184513)","(159, 141, 140)",1
0.3371,,"(196.24155977042028, 136.8163300763481, 116.14508496313647)","(16.428294201684697, 18.94720359383176, 22.216037950872366)","(2.918210440627496, 2.2636408785685354, 2.2454293212100898)","(7.820315522421309, 3.977240718234394, 4.205681605643018)","(197, 135, 118)",
0.4796,,"(131.55675181226502, 119.10904634867802, 125.05839533961694)","(23.39024939270607, 23.7423505859932, 20.0782091647401)","(1.33760660183307, 1.3317533288052017, 1.751922640626598)","(0.5455039454303412, 0.47712107026593875, 2.1035255490759175)","(157, 101, 110)",1
0.7711,,"(201.0975674747242, 155.4783351803144, 127.04512060825346)","(19.636245890126332, 31.506430785705618, 32.815283571698295)","(1.4259088784308773, 0.5417409423198096, 0.6398767334816424)","(0.44633251404260843, -1.425845186077479, -1.1267107447521865)","(189, 161, 127)",
0.5535,,"(183.86059077181017, 141.9954608512835, 141.85796064512397)","(10.6855114189981, 11.240659149559916, 9.86477541157176)","(2.7129816718854465, 2.5062043038396036, 2.8120566891066954)","(6.544727722393198, 4.932007040807813, 7.024886501330434)","(187, 146, 142)",
0.8997,,"(153.376364707834, 141.2273606839699, 136.45070691284855)","(6.204043809494071, 9.830281623173617, 11.305234455062015)","(3.8788276521157474, 2.98622533573515, 2.7119630971980406)","(14.3013897170644, 7.686769250398823, 6.064785885268966)","(152, 139, 139)",
,,,,,,,
0.4095,,"(208.0204396896297, 119.25304012087872, 108.28641641355352)","(13.57965706384488, 14.90907781951682, 15.55260601880737)","(2.2237112671994184, 2.3138405430775246, 1.946796930325589)","(3.666811548733036, 4.619670573515843, 2.58556014184805)","(208, 128, 112)",
0.7037,,"(139.71368179048295, 100.33769093736191, 86.99828271500883)","(24.222236724261755, 29.030189621386143, 26.456392325307707)","(1.3787664022895387, 0.672077888711457, 0.8330722110847333)","(0.8039913624367703, -1.2036769202135071, -0.973962675056613)","(161, 131, 72)",
,,,,,,,
0.6051,,"(125.4749648929137, 79.88607267408952, 72.54275126048742)","(15.078893938025086, 22.29049834681752, 19.472886661314448)","(2.2541462726286685, 1.1657505352700412, 1.446002825096204)","(3.7665320214066647, -0.34854231484126696, 0.41080980617149665)","(125, 70, 60)",
0.6556,,"(107.0657218276483, 72.26256745035585, 67.21641191810772)","(23.758624139230115, 23.614861551153997, 21.702436840818166)","(1.7847888939733727, 2.2268811711319834, 2.6141970289887335)","(2.5302428784723396, 4.485641914188354, 7.093934783843254)","(89, 52, 48)",
0.9373,,"(165.32628771374584, 115.69252171043627, 132.8972272762403)","(28.725486400044737, 35.712026935676896, 38.75335609987317)","(1.0489099810927764, 0.5124907413796298, 0.36147798112165563)","(-0.5456382781645206, -1.4184495305118117, -1.5401376244476355)","(149, 81, 145)",1
0.6919,,"(200.12441514089005, 197.05200455563318, 190.3216457036542)","(18.076928168541674, 28.017354579488227, 30.23028499893017)","(1.8241982368674314, 1.2664025158057715, 0.7343453763260166)","(2.113933109354986, 0.581434300227786, -1.0259563696954184)","(192, 191, 207)",
0.6374,,"(173.80078207936094, 105.61285594490619, 101.38250639701437)","(16.247900177227937, 20.715426101656913, 22.18015847568159)","(2.004941309857253, 1.7430162915444436, 1.9930567099338719)","(2.7716061416934368, 1.8176837814167772, 3.1009475993642495)","(164, 99, 98)",
0.8074,,"(154.3308061003263, 136.82571584120979, 118.7700847416354)","(21.41807190112873, 22.44742825391024, 21.652385782498442)","(1.226455109472829, 1.2204701224248866, 1.261079328027019)","(-0.09481149746823192, -0.02798293350938863, 0.02075861034245996)","(145, 127, 106)",
0.6586,,"(145.59425294016182, 107.76672912880531, 102.44871217719992)","(9.503247670524697, 13.14978597939341, 14.093948128188133)","(3.0410104912546734, 2.379704145360012, 2.193811498123302)","(8.141001022699786, 4.286239923560218, 3.328472536110735)","(143, 100, 108)",
0.492,,"(133.59416483524728, 77.5037291276949, 68.76017527887416)","(19.404651751485765, 16.76095748860278, 15.648807007951051)","(2.3098259279435593, 2.6167975782485327, 2.2535018511351734)","(4.095051967518282, 6.326122952545184, 3.848756791710768)","(138, 81, 71)",
0.9019,,"(179.8970161746547, 150.98611314158188, 161.81768185953842)","(12.82210654827321, 18.940641956955243, 17.793351603249434)","(2.1627632167148065, 1.5930490480183022, 1.6399539370682772)","(3.3734508112975794, 1.364333314171411, 1.3474274140685427)","(176, 143, 159)",
0.6783,,"(148.61657686371473, 107.16015653911745, 103.60926665159059)","(9.65182503490905, 16.54213851351617, 16.314876616981415)","(2.921389233164153, 2.0389481979369495, 1.7698985384234536)","(7.931622584460403, 2.997866313211138, 1.6264351935500416)","(152, 98, 101)",
0.6189,,"(172.68309670728922, 110.47011442518851, 100.2474715702192)","(27.614461562838073, 29.554226679389846, 27.780109824922093)","(1.1552038208983635, 1.173262087658097, 1.2346338757533701)","(-0.029508807015193206, -0.04460874202408993, 0.035435355483226516)","(175, 111, 95)",
0.748,,"(145.00125781236602, 87.70809841522077, 82.98489212378354)","(7.416755062945129, 8.923521485776599, 8.93316947586533)","(3.479823279020421, 3.145536301000807, 3.1093581795750773)","(11.410537554145076, 8.86755133198896, 8.93959909020485)","(144, 85, 79)",
0.7817,,"(189.97358023729976, 119.54401520023748, 109.19765761472809)","(10.973582319199304, 16.925880730313462, 16.225141274984765)","(2.5406485814494033, 1.8926804944770361, 2.1421884245085816)","(5.348458579113551, 2.313448114500056, 3.529616613826289)","(183, 119, 111)",
0.875,,"(164.5631889461274, 140.76757883584105, 146.54104245015697)","(26.0980168876668, 33.26701606403376, 34.67193539372406)","(1.405000644583425, 1.0701717546747602, 1.111996223571134)","(0.4566167193971795, -0.3528287686545335, -0.10353378597600749)","(167, 136, 149)",1
0.8309,,"(175.0460212999633, 118.47157637988767, 112.40915955877745)","(11.885650351627172, 16.75299802208328, 16.799463937996403)","(2.6933279196301907, 1.8095012985027283, 1.7708338568786073)","(6.064089223646306, 1.8028285513897009, 1.5846352864055424)","(184, 120, 118)",
0.8398,,"(173.58882796966367, 126.32783602362133, 108.42119336755286)","(20.483064730147913, 24.030681195347128, 26.88388540954569)","(1.5514146502345219, 1.606019820348978, 1.3302458609973742)","(0.7987938517500321, 1.4432590303052981, 0.5007473900501092)","(163, 111, 88)",
0.8925,,"(164.2118686352169, 104.1671619103472, 111.77238963619675)","(32.1860938146233, 38.037592929523996, 37.215405866150746)","(1.3420379333995955, 0.8316030444523935, 0.8856600348266314)","(0.33302058133669776, -0.6719683079396361, -0.7347323816267579)","(159, 95, 103)",
0.5049,,"(190.46619041445229, 112.65584698378007, 86.92052988344585)","(19.43818546339439, 19.89891730211799, 21.051782504530884)","(1.4144753576435598, 1.5896800113135323, 1.4710485511050477)","(0.5201820605557295, 1.1890389052535868, 0.8257203641036583)","(191, 104, 82)",
0.9395,,"(135.92595561012513, 110.08093060339525, 86.2920208682308)","(24.55951153309582, 20.898138051666297, 18.567483836167714)","(0.9505183451941106, 1.197264307206205, 1.6271616499788366)","(-0.7349343136281603, -0.2392896351095164, 1.266841895395376)","(149, 118, 74)",
0.0175,,"(126.72260211230059, 110.2962490117261, 117.85244201880414)","(46.35614018795936, 50.12862935797298, 55.65611782243898)","(1.1081399243888475, 0.7082577187022965, 0.5410096176670267)","(-0.020492158070341215, -0.1397901473969183, -0.3638209466517015)","(55, 38, 38)",1
0.7936,,"(165.99812688180828, 77.62815381123801, 53.45740682851465)","(14.748897405246268, 25.519973465011418, 30.81798274685843)","(2.336546119872058, 1.6281242530253401, 0.6850548628286757)","(4.490165278326144, 1.7427062576677654, -0.9871619459128027)","(167, 90, 0)",
0.4352,,"(169.8540426500722, 132.53074262098744, 127.67221458680069)","(8.662340344906497, 14.48978064168267, 15.597500988768918)","(3.636081102329627, 2.766128670597019, 2.4680966036347343)","(12.537702618112265, 6.538150458670341, 4.787131091883536)","(169, 133, 126)",
,,,,,,,
0.8107,,"(47.55776155145577, 48.448536227024306, 52.20523225498255)","(18.701092678023205, 22.516440346630795, 26.695862768835763)","(2.0612525870393172, 1.6727944679172526, 1.495845762702319)","(3.1302273369238884, 1.7582240325687204, 1.2899229202191806)","(33, 28, 27)",1
0.1257,,"(222.07211939504487, 160.46531112559023, 166.16317316749337)","(15.33049608910156, 21.275573904976373, 25.145613338752987)","(2.1100286970823534, 1.5029525484309763, 1.3210479778301343)","(3.380268398026499, 0.8960702414138364, 0.4031727308304376)","(223, 161, 160)",
0.8191,,"(125.82252285766663, 114.88794312598475, 120.19931582684148)","(9.327944943126724, 14.200595878885037, 16.210225680836565)","(3.034793028443176, 2.3340010539934157, 2.1236733601205735)","(7.989282277466275, 4.159930607360082, 3.403572232967469)","(128, 113, 112)",1
0.363,,"(151.17187202634523, 106.7054603971618, 106.20756759972141)","(5.647431611973193, 11.216858211396696, 9.099306438563902)","(4.09482766687105, 2.453181138010041, 2.9894209116015444)","(16.17778532889483, 4.668733733336175, 7.825322791609734)","(151, 108, 103)",
0.7411,,"(146.0104397318646, 72.1506385327666, 80.0108940674545)","(24.130214206330066, 35.5987226716972, 33.8419840708508)","(1.8789852515458416, 0.4941719659793716, 0.6818489122893193)","(2.2465058122961583, -1.4131884998977076, -1.1089479321969669)","(158, 45, 80)",
,,,,,,,
0.1518,,"(163.42029783895123, 138.35310634461348, 138.12650909618242)","(18.429512418186842, 20.715391538606287, 22.686829709875582)","(1.4535900623569136, 1.2800891860729553, 1.2004064167713362)","(0.5663511091974991, 0.06660991968033247, -0.10719907572236131)","(169, 132, 121)",
0.779,,"(213.09427262957706, 104.01667554917367, 84.445390246241)","(10.444783205359865, 19.55545106658428, 16.342447004771735)","(3.283100313197659, 2.217546787358413, 2.5465913480056916)","(10.033875384885983, 4.022539274946673, 5.539164816021231)","(212, 102, 79)",
0.8534,,"(100.31367987312115, 52.35687764539762, 50.15244888374582)","(23.25606573270369, 20.60832906386087, 22.782002915272084)","(1.0152474288021343, 1.5747687482064365, 1.5146419408018503)","(-0.6462334537934726, 1.0578784826070562, 0.8994247282820051)","(123, 35, 37)",1
0.6463,,"(217.926239047767, 144.78817261256336, 143.47807064343942)","(13.737098370856513, 19.587335579711443, 19.33401972707485)","(2.222550402939957, 1.8256758696031137, 1.8692557537584276)","(3.9457620359738614, 2.184050778598176, 2.4338503656244574)","(215, 135, 135)",
0.5562,,"(175.6065442604595, 101.9419671692358, 94.10221220572203)","(13.699178748422506, 16.484998308502327, 20.79055589954365)","(2.2647700335387717, 2.058282301489927, 1.5044875692415731)","(3.6632173372414876, 2.8293032968304184, 0.6689198907771639)","(178, 104, 79)",
0.7405,,"(151.29112108791742, 132.47593890648568, 127.81092349224491)","(18.045506121545234, 27.48223366801865, 30.986719586466176)","(1.6986647257842722, 1.1049581497814607, 0.8442869957747416)","(1.6122605314599419, 0.013229514448618751, -0.7006553032436611)","(144, 127, 111)",
0.8533,,"(51.54821503694302, 36.17337734801731, 32.765214838885186)","(27.188740126682085, 26.844980042890306, 24.53276854845685)","(2.4939191757990202, 2.8898343386191794, 3.016744076804332)","(5.1441332156399895, 7.499159927398299, 8.392854201094291)","(37, 20, 18)",1
0.8013,,"(158.9086294946901, 114.23715136029932, 125.40727765701013)","(16.49395822659994, 25.93325484989781, 30.616700124246595)","(2.0381385807002688, 1.3861420314556099, 1.1865619188752048)","(3.3298691516642913, 0.7971198934600485, 0.08475068597457547)","(156, 120, 135)",
0.622,,"(115.87761373724788, 84.72934658726444, 63.893167746660765)","(34.25995460264533, 31.73820085679538, 30.312868232660907)","(0.673172457448951, 0.8792137808022604, 0.986024912357389)","(-1.0841672344760034, -0.7147674281297776, -0.4993958036598798)","(110, 87, 62)",
0.8397,,"(148.71885318747377, 154.72204408500374, 160.31263801123214)","(26.96053077100432, 35.37859619054229, 39.21539910147513)","(0.7705223789173477, 0.36316908496875605, 0.2624967430716262)","(-1.1231504516895892, -1.4711857827583932, -1.4533962375284637)","(179, 151, 205)",1
0.8426,,"(204.33102602011058, 132.49522590527158, 115.08027274176857)","(28.186833660140056, 37.08667124497037, 37.92249842914466)","(1.5340449908682625, 0.8470650031244863, 0.7193093395401218)","(1.0790370834401886, -0.7298057339746618, -0.8215878054465842)","(214, 142, 130)",
0.2175,,"(93.44114650907795, 75.35214570695825, 64.29197752027903)","(23.37299353967381, 26.310620442283543, 26.197757247646187)","(1.741466572798146, 2.1306763242129896, 2.1848145742989082)","(1.6679382447662006, 3.6948349152226676, 3.821158807413842)","(75, 57, 45)",
0.4153,,"(204.2606913349082, 157.67021492820095, 136.79108257085863)","(11.66684510609119, 19.300674467497473, 19.210925602867928)","(2.261127619510721, 1.2430386679946517, 1.2751523565298706)","(3.6845058733074882, -0.19936724772421854, -0.09225137444797715)","(204, 167, 150)",
0.5065,,"(139.82099405876943, 126.13385154443677, 98.85090184665751)","(35.35105200995408, 38.117486776516905, 37.91160050174665)","(0.5705544180770247, 0.5642665178190243, 0.4560625342334901)","(-1.0233005062121665, -0.8388474502324592, -1.2333762580775993)","(144, 112, 96)",
0.7882,,"(162.07906888808702, 127.9628562651551, 129.5948560131692)","(14.74378730919802, 18.62407361376576, 15.30007470926925)","(2.493302475177576, 1.898116906087198, 1.7467206675651898)","(5.458891871978814, 2.7876024417076097, 1.6437755613262741)","(165, 134, 126)",
0.8046,,"(185.7991219489777, 120.97791755924118, 116.53458704499644)","(8.178617890933214, 14.199015835023255, 12.113433408285088)","(3.437053132248025, 2.2812856649511484, 2.755828516895244)","(11.479397451100136, 4.030391542644315, 6.475313332209055)","(190, 110, 113)",
0.6417,,"(143.72039143855363, 101.13782382921272, 103.95957711895244)","(22.12391454134191, 21.828967282397414, 21.83422279236452)","(1.392039681600508, 1.87291217345894, 1.8730182901816737)","(0.6863480916065869, 2.3396952111861165, 2.3869779242347446)","(128, 80, 90)",
0.8729,,"(128.63879483516212, 88.39751372853789, 68.6740486459239)","(22.07113824216587, 20.073070528265713, 18.13053030731766)","(1.4230287883100712, 1.6152629004826144, 1.9655019247061676)","(0.5491383893895505, 1.166272678601362, 2.698438494041641)","(135, 82, 63)",
0.875,,"(173.43330915614206, 131.12582025752636, 133.3036266293566)","(13.268080229814352, 27.780524584887548, 25.390757082492897)","(2.0045643144594942, 0.8549333265984858, 1.038305934082758)","(2.489344055692584, -0.7733012370731895, -0.3278571834875006)","(167, 102, 110)",
0.8749,,"(168.52339255501647, 91.43736893470486, 80.28364315252838)","(49.626541177865285, 46.64064666927609, 42.77204802760932)","(1.0055154258255605, 1.3906184006627227, 1.4626656339676316)","(0.4701705985709177, 1.3490351993565612, 1.5339072040098864)","(127, 63, 47)",
0.8894,,"(115.05129917853628, 103.55935581662925, 116.2834597521578)","(11.064784865857773, 20.03920474817014, 24.270600345103844)","(3.8649613804980643, 3.3868427868983075, 2.641082663461153)","(15.125464315953327, 11.956120162169995, 7.018626177230701)","(108, 90, 97)",1
0.6729,,"(143.91003733502203, 101.048193981449, 101.74713407794025)","(10.715540443342439, 23.264959809982265, 22.816252856047523)","(2.497292114253094, 1.0230803619355484, 1.0854733771453489)","(5.018031235747429, -0.622011715301841, -0.42499813363643435)","(141, 88, 93)",
0.3146,,"(201.62062584252908, 129.61780372069006, 104.51150817983853)","(12.180562036751638, 18.253000657526403, 15.90091463061285)","(2.503141938052143, 1.6594869687927487, 1.8950682197758122)","(5.2689557380203045, 1.2665268351352221, 2.208937560217426)","(200, 125, 101)",
0.5271,,"(195.07449728167558, 140.7240180244844, 126.81049797704327)","(23.10599974502669, 22.833228186480856, 21.949445547801165)","(2.0220877980954475, 1.855245701930307, 1.6820964897378363)","(3.55449439032287, 2.2822400640315035, 1.5364443882626349)","(208, 151, 124)",
0.7823,,"(146.92107541646692, 88.17496995600231, 70.87691910171998)","(13.669141148678724, 16.593228474411852, 14.816447545191634)","(2.2979008976474176, 2.5631750571896528, 2.6528229529535547)","(3.89614146267044, 5.6092278752628335, 5.799898449040944)","(147, 91, 73)",
